Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Tezos (XTZ),crypto_tezos,origination_operations,manager_public_key,STRING,,
Tezos (XTZ),crypto_tezos,origination_operations,fee,INT64,,
Tezos (XTZ),crypto_tezos,origination_operations,counter,INT64,,
Tezos (XTZ),crypto_tezos,origination_operations,gas_limit,INT64,,
Tezos (XTZ),crypto_tezos,origination_operations,storage_limit,INT64,,
Tezos (XTZ),crypto_tezos,origination_operations,status,STRING,,
Tezos (XTZ),crypto_tezos,origination_operations,balance,INT64,,
Tezos (XTZ),crypto_tezos,origination_operations,script,STRING,,
Tezos (XTZ),crypto_tezos,origination_operations,originated_contracts,ARRAY<STRING>,,
Tezos (XTZ),crypto_tezos,endorsement_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,endorsement_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,endorsement_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,endorsement_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,endorsement_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,endorsement_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,endorsement_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,endorsement_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,endorsement_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,endorsement_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,endorsement_operations,delegate,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_operations,public_key,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_operations,slots,ARRAY<INT64>,,
Tezos (XTZ),crypto_tezos,blocks,level,INT64,"The height of the block, from the genesis block",
Tezos (XTZ),crypto_tezos,blocks,proto,INT64,Number of protocol changes since genesis (mod 256),
Tezos (XTZ),crypto_tezos,blocks,predecessor,STRING,The hash of the preceding block,
Tezos (XTZ),crypto_tezos,blocks,timestamp,TIMESTAMP,The timestamp at which the block is claimed to have been created,
Tezos (XTZ),crypto_tezos,blocks,validation_pass,INT64,Number of validation passes (also number of lists of lists of operations),
Tezos (XTZ),crypto_tezos,blocks,operations_hash,STRING,The hash of a list of root hashes of Merkle trees of operations. There is one list of operations per validation pass,
Tezos (XTZ),crypto_tezos,blocks,fitness,ARRAY<STRING>,"A sequence of sequences of unsigned bytes, ordered by length and then lexicographically. It represents the claimed fitness of the chain ending in this block",
Tezos (XTZ),crypto_tezos,blocks,context,STRING,Hash of context (Base58Check-encoded),
Tezos (XTZ),crypto_tezos,blocks,protocol,STRING,Protocol version,
Tezos (XTZ),crypto_tezos,blocks,chain_id,STRING,Network identifier (Base58Check-encoded),
Tezos (XTZ),crypto_tezos,blocks,block_hash,STRING,Block identifier (Base58Check-encoded),
Tezos (XTZ),crypto_tezos,blocks,nonce_hash,STRING,"A commitment to a random number, used to generate entropy on the chain",
Tezos (XTZ),crypto_tezos,blocks,consumed_gas,INT64,Gas consumed in a block,
Tezos (XTZ),crypto_tezos,blocks,baker,STRING,Public key hash of block baker (Base58Check-encoded),
Tezos (XTZ),crypto_tezos,blocks,voting_period_kind,STRING,The kind of the voting period,
Tezos (XTZ),crypto_tezos,blocks,cycle,INT64,Block cycle,
Tezos (XTZ),crypto_tezos,blocks,cycle_position,INT64,Cycle position,
Tezos (XTZ),crypto_tezos,blocks,voting_period,INT64,Voting period,
Tezos (XTZ),crypto_tezos,blocks,voting_period_position,INT64,Voting period position,
Tezos (XTZ),crypto_tezos,blocks,expected_commitment,BOOL,Expected commitment,
Tezos (XTZ),crypto_tezos,blocks,number_of_operation_groups,INT64,The number of operation groups in a block,
Tezos (XTZ),crypto_tezos,blocks,number_of_operations,INT64,The number of operations in a block,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_1_branch,STRING,,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_1_signature,STRING,,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_1_level,INT64,,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_2_branch,STRING,,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_2_signature,STRING,,
Tezos (XTZ),crypto_tezos,double_endorsement_evidence_operations,denounced_2_level,INT64,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,delegate,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,endorsement_branch,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,endorsement_signature,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,operations_kind,STRING,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,operations_level,INT64,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,slot,INT64,,
Tezos (XTZ),crypto_tezos,endorsement_with_slot_operations,slots,ARRAY<INT64>,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,source,STRING,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,fee,INT64,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,limit,INT64,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,counter,INT64,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,gas_limit,INT64,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,storage_limit,INT64,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,status,STRING,,
Tezos (XTZ),crypto_tezos,set_deposits_limit_operations,consumed_gas,INT64,,
Tezos (XTZ),crypto_tezos,proposals_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,proposals_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,proposals_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,proposals_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,proposals_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,proposals_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,proposals_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,proposals_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,proposals_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,proposals_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,proposals_operations,source,STRING,,
Tezos (XTZ),crypto_tezos,proposals_operations,proposals,ARRAY<STRING>,,
Tezos (XTZ),crypto_tezos,proposals_operations,period,INT64,,
Tezos (XTZ),crypto_tezos,ballot_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,ballot_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,ballot_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,ballot_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,ballot_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,ballot_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,ballot_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,ballot_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,ballot_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,ballot_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,ballot_operations,period,INT64,,
Tezos (XTZ),crypto_tezos,ballot_operations,source,STRING,,
Tezos (XTZ),crypto_tezos,ballot_operations,proposal,STRING,,
Tezos (XTZ),crypto_tezos,ballot_operations,ballot,STRING,,
Tezos (XTZ),crypto_tezos,balance_updates,level,INT64,Block level where balance update is found,
Tezos (XTZ),crypto_tezos,balance_updates,timestamp,TIMESTAMP,Block timestamp where balance update is found,
Tezos (XTZ),crypto_tezos,balance_updates,block_hash,STRING,Block hash where balance update is found,
Tezos (XTZ),crypto_tezos,balance_updates,type,STRING,"The type of balance update: block if balance update is found in a block, operation_metadata if balance update is found in operation metadata, operation_result if balance update is found in operation results, internal_operation_result if balance update is found in internal operation result",
Tezos (XTZ),crypto_tezos,balance_updates,operation_hash,STRING,"If type is operation, this field contains hash of the operation where the balance update is found",
Tezos (XTZ),crypto_tezos,balance_updates,operation_group_index,INT64,"If type is operation, this field contains group index of the operation where the balance update is found",
Tezos (XTZ),crypto_tezos,balance_updates,operation_index,INT64,"If type is operation, this field contains index of the operation where the balance update is found",
Tezos (XTZ),crypto_tezos,balance_updates,content_index,INT64,"If type is operation, this field contains content index of the operation where the balance update is found",
Tezos (XTZ),crypto_tezos,balance_updates,internal_operation_index,INT64,"If type is operation and balance update is found in an internal operation results, this field contains internal operation index of the operation where the balance update is found",
Tezos (XTZ),crypto_tezos,balance_updates,balance_update_index,INT64,Balance update index,
Tezos (XTZ),crypto_tezos,balance_updates,status,STRING,Status of the operation if balance update is associated with an operation,
Tezos (XTZ),crypto_tezos,balance_updates,kind,STRING,"The kind of balance update. One of: contract, freezer",
Tezos (XTZ),crypto_tezos,balance_updates,contract,STRING,"If kind is contract, this field contains contract address",
Tezos (XTZ),crypto_tezos,balance_updates,delegate,STRING,"If kind is freezer, this field contains delegate address",
Tezos (XTZ),crypto_tezos,balance_updates,change,INT64,Balance change,
Tezos (XTZ),crypto_tezos,balance_updates,category,STRING,"Balance update category if kind is freezer. One of: rewards, fees, deposits",
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,seed_nonce_revelation_operations,nonce,STRING,,
