Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Polkadot (DOT),crypto_polkadot,extrinsics1002,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics1002,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics1002,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics1002,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics1002,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics1002,status,BOOL,Execution Status of the Extrinsic (true as success; false as failure),
Polkadot (DOT),crypto_polkadot,extrinsics1002,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics1002,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,transfers2093,event_id,STRING,Event ID for the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,section,STRING,Section/Pallet for the event,
Polkadot (DOT),crypto_polkadot,transfers2093,method,STRING,Event method,
Polkadot (DOT),crypto_polkadot,transfers2093,extrinsic_id,STRING,Extrinsic ID of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2093,extrinsic_hash,STRING,Extrinsic Hash of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2093,block_time,TIMESTAMP,Block time of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2093,block_number,INT64,Block number of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2093,block_hash,STRING,Block hash of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2093,from_ss58,STRING,SS58 Encoded address of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,from_pub_key,STRING,Pub key of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,to_ss58,STRING,SS58 Encoded address of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,to_pub_key,STRING,Pub key of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,asset,STRING,String representation of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,price_usd,FLOAT64,Estimated USD value of 1 token of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2093,amount_usd,FLOAT64,Estimated value of the transfer in USD,
Polkadot (DOT),crypto_polkadot,transfers2093,symbol,STRING,"Symbol of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2093,decimals,INT64,"Decimals of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2093,amount,FLOAT64,Decimalized version of the asset,
Polkadot (DOT),crypto_polkadot,transfers2093,raw_amount,NUMERIC,Raw (non-decimalized) version of the amount of the asset being transferred,
Polkadot (DOT),crypto_polkadot,events2031,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2031,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2031,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2031,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2031,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2031,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2031,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2031,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2031,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2031,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,blocks2086,hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,parent_hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,extrinsics_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,blocks2086,author_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,author_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,relay_block_number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,relay_state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2086,extrinsic_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,event_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,transfer_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2086,trace_count,INT64,,
Polkadot (DOT),crypto_polkadot,calls3333,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls3333,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,calls3333,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,calls3333,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,extrinsic_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,extrinsic_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,call_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,call_index,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,call_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,call_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,call_args,JSON,,
Polkadot (DOT),crypto_polkadot,calls3333,call_args_def,JSON,,
Polkadot (DOT),crypto_polkadot,calls3333,root,BOOL,,
Polkadot (DOT),crypto_polkadot,calls3333,leaf,BOOL,,
Polkadot (DOT),crypto_polkadot,calls3333,fee,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls3333,fee_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls3333,weight,INT64,,
Polkadot (DOT),crypto_polkadot,calls3333,signed,BOOL,,
Polkadot (DOT),crypto_polkadot,calls3333,signer_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,signer_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,calls3333,lifetime,JSON,,
Polkadot (DOT),crypto_polkadot,logs2032,log_id,STRING,,
Polkadot (DOT),crypto_polkadot,logs2032,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,logs2032,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,logs2032,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,logs2032,log,JSON,,
Polkadot (DOT),crypto_polkadot,logs2092,log_id,STRING,Log ID of the form '{blocknumber}-{logIndex}',
Polkadot (DOT),crypto_polkadot,logs2092,block_hash,STRING,Block hash of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2092,block_time,TIMESTAMP,Block time of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2092,block_number,INT64,Block number of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2092,log,JSON,Raw Log data in JSON form,
Polkadot (DOT),crypto_polkadot,specversions2094,spec_version,INT64,Spec version,
Polkadot (DOT),crypto_polkadot,specversions2094,block_number,INT64,First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2094,block_hash,STRING,Block hash of the first block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2094,block_time,TIMESTAMP,Block time of the First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2094,spec,JSON,Full JSON spec for the spec version,
Polkadot (DOT),crypto_polkadot,specversions2013,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2013,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2013,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2013,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2013,spec,JSON,,
Polkadot (DOT),crypto_polkadot,balances2092,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2092,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2092,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2092,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2092,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,events2094,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2094,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2094,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2094,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2094,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2094,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2094,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2094,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2094,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2094,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,calls1001,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls1001,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,calls1001,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,calls1001,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,extrinsic_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,extrinsic_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,call_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,call_index,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,call_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,call_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,call_args,JSON,,
Polkadot (DOT),crypto_polkadot,calls1001,call_args_def,JSON,,
Polkadot (DOT),crypto_polkadot,calls1001,root,BOOL,,
Polkadot (DOT),crypto_polkadot,calls1001,leaf,BOOL,,
Polkadot (DOT),crypto_polkadot,calls1001,fee,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls1001,fee_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls1001,weight,INT64,,
Polkadot (DOT),crypto_polkadot,calls1001,signed,BOOL,,
Polkadot (DOT),crypto_polkadot,calls1001,signer_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,signer_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,calls1001,lifetime,JSON,,
Polkadot (DOT),crypto_polkadot,specversions2046,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2046,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2046,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2046,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2046,spec,JSON,,
Polkadot (DOT),crypto_polkadot,extrinsics2048,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2048,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2048,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2048,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2048,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2048,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2048,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2048,status,BOOL,,
Polkadot (DOT),crypto_polkadot,extrinsics2040,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2040,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2040,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2040,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2040,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2040,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2040,status,BOOL,Execution Status of the Extrinsic (true as success; false as failure),
Polkadot (DOT),crypto_polkadot,extrinsics2040,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2040,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2013,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls2013,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,calls2013,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,calls2013,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,extrinsic_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,extrinsic_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,call_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,call_index,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,call_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,call_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,call_args,JSON,,
Polkadot (DOT),crypto_polkadot,calls2013,call_args_def,JSON,,
Polkadot (DOT),crypto_polkadot,calls2013,root,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2013,leaf,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2013,fee,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2013,fee_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2013,weight,INT64,,
Polkadot (DOT),crypto_polkadot,calls2013,signed,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2013,signer_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,signer_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,calls2013,lifetime,JSON,,
Polkadot (DOT),crypto_polkadot,flatvalidators0,validator,STRING,,
Polkadot (DOT),crypto_polkadot,flatvalidators0,era,INT64,,
Polkadot (DOT),crypto_polkadot,flatvalidators0,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,flatvalidators0,nominatorCnt,INT64,,
Polkadot (DOT),crypto_polkadot,flatvalidators0,nominator,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2093,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2093,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2093,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2093,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2093,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,specversions3333,spec_version,INT64,Spec version,
Polkadot (DOT),crypto_polkadot,specversions3333,block_number,INT64,First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions3333,block_hash,STRING,Block hash of the first block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions3333,block_time,TIMESTAMP,Block time of the First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions3333,spec,JSON,Full JSON spec for the spec version,
Polkadot (DOT),crypto_polkadot,specversions2040,spec_version,INT64,Spec version,
Polkadot (DOT),crypto_polkadot,specversions2040,block_number,INT64,First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2040,block_hash,STRING,Block hash of the first block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2040,block_time,TIMESTAMP,Block time of the First block number at which the spec version was seen,
Polkadot (DOT),crypto_polkadot,specversions2040,spec,JSON,Full JSON spec for the spec version,
Polkadot (DOT),crypto_polkadot,events3340,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events3340,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events3340,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events3340,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events3340,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3340,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3340,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3340,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3340,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3340,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,calls1002,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls1002,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls1002,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls1002,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,extrinsic_hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,calls1002,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,extrinsic_section,STRING,Pallet/section of extrinsic (top-level call),
Polkadot (DOT),crypto_polkadot,calls1002,extrinsic_method,STRING,Method of extrinsic  (top-level call),
Polkadot (DOT),crypto_polkadot,calls1002,call_id,STRING,Call ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,call_index,STRING,The 2 bytes index of the call_section:call_method,
Polkadot (DOT),crypto_polkadot,calls1002,call_section,STRING,Pallet/section of call (top-level call),
Polkadot (DOT),crypto_polkadot,calls1002,call_method,STRING,Method of call,
Polkadot (DOT),crypto_polkadot,calls1002,call_args,JSON,Args of call,
Polkadot (DOT),crypto_polkadot,calls1002,call_args_def,JSON,Args Definition of call,
Polkadot (DOT),crypto_polkadot,calls1002,root,BOOL,Whether the call is root (top-level call),
Polkadot (DOT),crypto_polkadot,calls1002,leaf,BOOL,Whether the call is leaf (bottom-level call),
Polkadot (DOT),crypto_polkadot,calls1002,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,calls1002,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,calls1002,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,calls1002,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,calls1002,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,calls1002,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,balances2012,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2012,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2012,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2012,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2012,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2012,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,extrinsics2093,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2093,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2093,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,fee,FLOAT64,Fee of extrinsic,
